Hips.Xposition,Hips.Yposition,Hips.Zposition,Hips.Zrotation,Hips.Xrotation,Hips.Yrotation,Spine.Zrotation,Spine.Xrotation,Spine.Yrotation,Chest.Zrotation,Chest.Xrotation,Chest.Yrotation,Head.Zrotation,Head.Xrotation,Head.Yrotation,LeftUpperArm.Zrotation,LeftUpperArm.Xrotation,LeftUpperArm.Yrotation,LeftLowerArm.Zrotation,LeftLowerArm.Xrotation,LeftLowerArm.Yrotation,LeftHand.Zrotation,LeftHand.Xrotation,LeftHand.Yrotation,RightUpperArm.Zrotation,RightUpperArm.Xrotation,RightUpperArm.Yrotation,RightLowerArm.Zrotation,RightLowerArm.Xrotation,RightLowerArm.Yrotation,RightHand.Zrotation,RightHand.Xrotation,RightHand.Yrotation,LeftUpperLeg.Zrotation,LeftUpperLeg.Xrotation,LeftUpperLeg.Yrotation,LeftLowerLeg.Zrotation,LeftLowerLeg.Xrotation,LeftLowerLeg.Yrotation,LeftFootAnkle.Zrotation,LeftFootAnkle.Xrotation,LeftFootAnkle.Yrotation,RightUpperLeg.Zrotation,RightUpperLeg.Xrotation,RightUpperLeg.Yrotation,RightLowerLeg.Zrotation,RightLowerLeg.Xrotation,RightLowerLeg.Yrotation,RightFootAnkle.Zrotation,RightFootAnkle.Xrotation,RightFootAnkle.Yrotation
-0.093,-0.201,0.147,-2.015,5.388,-5.724,-3.705,-0.048,-11.980,-3.634,0.722,-11.952,-17.138,-19.310,-110.768,173.512,-8.411,-137.362,178.575,-4.619,162.838,-136.359,-49.611,-134.102,87.295,17.842,-123.945,-72.162,53.400,75.514,-32.845,69.497,45.058,-120.719,-75.904,-36.594,-149.770,-26.585,180.000,-99.300,30.442,180.000,95.103,-55.831,178.258,-166.121,-58.155,180.000,-94.497,-50.559,180.000
-0.092,-0.201,0.154,-2.045,4.978,-5.806,-3.884,0.048,-12.110,-3.788,0.862,-12.086,-19.293,-19.051,-113.130,150.375,1.586,-140.606,174.968,-16.172,162.457,-126.323,-56.026,-126.125,91.475,13.262,-126.723,-116.609,42.613,108.735,0.402,35.102,14.671,-121.628,-76.146,-37.317,-148.952,-26.070,180.000,-95.643,29.543,180.000,94.280,-57.267,177.395,-166.163,-57.896,180.000,-92.626,-47.949,180.000
-0.091,-0.202,0.156,-2.063,4.999,-5.791,-4.046,0.183,-11.993,-3.920,1.021,-11.978,-20.171,-19.363,-114.070,149.198,-6.430,-142.736,-178.749,4.159,163.241,-81.446,-65.591,-75.105,89.829,13.048,-126.979,-117.288,36.865,107.197,8.721,39.836,23.915,-118.841,-74.856,-34.197,-148.494,-24.945,180.000,-90.527,28.779,180.000,93.763,-57.572,176.867,-166.191,-58.186,180.000,-90.581,-48.492,180.000
-0.091,-0.205,0.157,-2.200,4.766,-5.744,-4.342,0.335,-12.143,-4.174,1.244,-12.136,-30.784,-15.581,-121.726,142.167,-6.387,-146.016,-178.529,4.991,163.556,-56.708,-64.270,-51.101,90.315,12.023,-126.476,-121.312,30.679,107.243,17.782,39.331,27.076,-116.797,-74.370,-31.951,-148.141,-23.670,180.000,-86.499,28.655,180.000,90.805,-59.090,173.648,-165.210,-58.284,180.000,-87.726,-48.351,180.000
-0.092,-0.209,0.153,-2.263,4.398,-6.165,-4.554,0.628,-13.393,-4.282,1.675,-13.405,-44.240,-11.302,-128.015,156.906,-28.448,-146.110,-165.330,35.981,155.984,-36.736,-55.642,-29.592,85.407,12.016,-129.996,-135.080,18.861,107.961,17.240,33.491,43.653,-114.944,-74.178,-29.635,-147.605,-21.112,180.000,-84.141,28.711,180.000,87.802,-60.476,171.634,-164.491,-56.873,180.000,-88.964,-46.675,180.000
-0.092,-0.213,0.153,-2.431,3.544,-6.534,-4.624,0.895,-14.122,-4.261,2.012,-14.156,-52.205,-1.186,-132.077,149.616,-33.548,-153.131,-168.433,26.478,155.343,-45.492,-60.368,-43.324,82.416,14.140,-132.494,-138.072,13.962,105.037,15.871,31.737,51.499,-114.702,-75.998,-29.229,-147.079,-20.840,180.000,-84.613,29.801,180.000,83.923,-63.640,168.787,-163.182,-53.436,180.000,-90.461,-46.185,180.000
-0.090,-0.215,0.152,-2.623,2.591,-7.336,-4.710,1.171,-15.008,-4.238,2.375,-15.066,-60.933,9.503,-137.018,141.435,-38.126,-160.191,-168.830,25.468,155.335,-43.335,-59.990,-44.433,82.179,16.401,-134.733,-145.996,9.791,104.148,16.422,25.119,58.856,-113.956,-77.717,-28.434,-146.776,-22.544,180.000,-84.377,30.239,180.000,79.518,-68.302,165.881,-162.578,-46.989,180.000,-92.561,-46.431,180.000
-0.088,-0.217,0.153,-2.765,2.216,-8.223,-4.767,1.311,-15.077,-4.252,2.535,-15.148,-64.034,12.378,-138.111,138.805,-40.482,-162.860,-168.568,24.753,154.222,-44.647,-60.989,-47.458,83.357,16.812,-136.350,-151.207,7.683,103.672,17.299,18.487,61.864,-115.887,-78.823,-30.503,-146.610,-24.409,180.000,-84.243,30.088,180.000,75.724,-71.764,163.264,-162.764,-42.723,180.000,-93.671,-47.469,180.000
-0.085,-0.217,0.154,-2.881,1.957,-8.797,-4.696,1.382,-15.169,-4.159,2.594,-15.246,-65.249,12.669,-137.975,133.907,-41.546,-166.809,-170.327,20.034,153.547,-53.618,-64.133,-58.677,83.949,17.113,-137.879,-155.645,6.316,103.660,19.397,11.268,63.552,-116.336,-79.609,-31.041,-146.661,-25.932,180.000,-84.455,29.818,180.000,75.900,-70.783,163.486,-162.852,-43.245,180.000,-94.208,-47.393,180.000
-0.084,-0.219,0.152,-3.116,1.423,-9.198,-4.722,1.471,-15.239,-4.157,2.695,-15.325,-65.844,12.047,-137.681,134.268,-37.156,-166.760,-170.702,19.525,153.903,-46.784,-62.118,-50.746,84.852,17.595,-139.032,-155.795,7.117,105.408,16.845,11.163,59.904,-115.072,-80.088,-29.973,-146.907,-26.023,180.000,-85.113,29.634,180.000,74.811,-70.562,162.256,-162.916,-42.181,180.000,-95.233,-47.839,180.000
-0.083,-0.217,0.149,-3.341,1.406,-9.818,-4.561,1.461,-15.028,-4.014,2.626,-15.112,-69.463,10.061,-137.222,135.409,-32.543,-165.622,-172.553,15.369,153.750,-49.832,-63.500,-53.671,86.168,16.939,-140.925,-158.418,6.263,105.419,16.289,6.367,56.556,-115.379,-80.687,-30.530,-147.425,-26.338,180.000,-85.652,29.253,180.000,74.962,-69.498,162.093,-163.732,-42.781,180.000,-96.083,-47.792,180.000
-0.081,-0.216,0.152,-3.370,1.747,-10.161,-4.326,1.377,-14.809,-3.820,2.465,-14.884,-69.860,5.241,-135.944,141.371,-37.515,-160.732,-167.627,24.872,152.454,-47.167,-63.320,-49.191,88.463,17.341,-140.598,-157.436,7.816,108.122,17.928,3.596,55.300,-118.327,-80.482,-33.560,-147.318,-26.265,180.000,-85.641,29.038,180.000,76.045,-69.450,163.190,-163.900,-42.707,180.000,-96.167,-48.464,180.000
-0.079,-0.215,0.153,-3.350,1.944,-10.159,-4.089,1.271,-14.689,-3.624,2.289,-14.753,-62.786,-2.910,-131.811,146.947,-36.407,-155.921,-167.619,25.569,153.041,-45.305,-61.407,-47.868,91.153,19.123,-137.168,-156.253,13.216,117.459,9.392,3.606,47.218,-119.686,-80.576,-35.033,-147.514,-26.400,180.000,-85.720,28.991,180.000,76.748,-69.310,163.876,-164.187,-42.675,180.000,-95.560,-49.352,180.000
-0.077,-0.214,0.152,-3.437,2.138,-10.494,-4.037,1.228,-15.132,-3.568,2.260,-15.192,-63.857,-0.426,-133.997,155.271,-39.316,-150.961,-164.114,31.648,151.525,-34.678,-58.419,-38.420,92.790,17.842,-139.084,-152.461,15.932,117.764,6.530,12.300,42.409,-123.058,-81.374,-38.754,-147.871,-26.306,180.000,-85.317,28.922,180.000,77.078,-69.822,164.263,-164.319,-41.099,180.000,-96.354,-50.068,180.000
-0.075,-0.212,0.152,-3.387,2.661,-10.734,-3.848,1.160,-15.729,-3.383,2.177,-15.782,-60.260,-8.535,-131.583,160.373,-38.467,-148.579,-163.356,33.113,151.311,-32.909,-59.585,-36.855,92.518,18.727,-138.822,-151.099,18.136,119.416,5.213,16.856,38.006,-125.597,-81.272,-41.432,-148.069,-25.318,180.000,-84.447,28.714,180.000,78.195,-69.570,165.439,-164.849,-39.402,180.000,-95.671,-48.529,180.000
-0.074,-0.206,0.156,-3.065,3.719,-11.119,-3.637,0.977,-16.002,-3.222,1.954,-16.040,-59.880,-5.833,-134.542,170.322,-41.599,-143.080,-158.421,39.705,148.239,-33.286,-61.101,-36.593,95.442,20.229,-135.171,-137.343,31.962,119.878,4.279,31.663,33.217,-131.451,-80.946,-47.272,-148.454,-24.258,180.000,-83.303,28.672,180.000,80.637,-69.824,168.216,-165.436,-36.820,180.000,-95.455,-48.410,180.000
