,HipsX,HipsY,HipsZ,HipsZrot,HipsXrot,HipsYrot,AbX,AbY,AbZ,AbZrot,AbXrot,AbYrot,ChestX,ChestY,ChestZ,ChestZrot,ChestXrot,ChestYrot,LeftCollarX,LeftCollarY,LeftCollarZ,LeftCollarZrot,LeftCollarXrot,LeftCollarYrot,LeftShoulderX,LeftShoulderY,LeftShoulderZ,LeftShoulderZrot,LeftShoulderXrot,LeftShoulderYrot,LeftElbowX,LeftElbowY,LeftElbowZ,LeftElbowZrot,LeftElbowXrot,LeftElbowYrot,LeftWristX,LeftWristY,LeftWristZ,LeftWristZrot,LeftWristXrot,LeftWristYrot,NeckX,NeckY,NeckZ,NeckZrot,NeckXrot,NeckYrot,HeadX,HeadY,HeadZ,HeadZrot,HeadXrot,HeadYrot,RightCollarX,RightCollarY,RightCollarZ,RightCollarZrot,RightCollarXrot,RightCollarYrot,RightShoulderX,RightShoulderY,RightShoulderZ,RightShoulderZrot,RightShoulderXrot,RightShoulderYrot,RightElbowX,RightElbowY,RightElbowZ,RightElbowZrot,RightElbowXrot,RightElbowYrot,RightWristX,RightWristY,RightWristZ,RightWristZrot,RightWristXrot,RightWristYrot,LeftHipX,LeftHipY,LeftHipZ,LeftHipZrot,LeftHipXrot,LeftHipYrot,LeftKneeX,LeftKneeY,LeftKneeZ,LeftKneeZrot,LeftKneeXrot,LeftKneeYrot,LeftAnkleX,LeftAnkleY,LeftAnkleZ,LeftAnkleZrot,LeftAnkleXrot,LeftAnkleYrot,RightHipX,RightHipY,RightHipZ,RightHipZrot,RightHipXrot,RightHipYrot,RightKneeX,RightKneeY,RightKneeZ,RightKneeZrot,RightKneeXrot,RightKneeYrot,RightAnkleX,RightAnkleY,RightAnkleZ,RightAnkleZrot,RightAnkleXrot,RightAnkleYrot
29,31.177797,148.09007,-221.67133,-0.606366,5.311741,0.187611,7e-06,8.176463,-3.7e-05,-0.453507,-6.531404,-3.109443,7e-06,21.841286,-3.1e-05,-1.160459,9.550729,-2.990126,5e-06,21.84135,-2.3e-05,-9.350068,-0.07322,0.695504,19.000006,5.5e-05,-3.6e-05,-44.22352,47.445034,-24.487986,25.320904,3.8e-05,-2.7e-05,9.800866,-1.025569,-12.086661,24.349695,3.6e-05,-6e-06,8.803043,-2.470773,2.55064,5e-06,21.84135,-2.3e-05,-1.957782,9.029357,3.398417,8e-06,10.877804,-1.1e-05,6.322059,-17.789642,4.232995,5e-06,21.84135,-2.3e-05,14.199023,-0.642536,-5.268787,-18.999989,1.7e-05,-3e-05,61.677113,13.186286,-20.016792,-25.320957,-1e-05,-1.1e-05,-10.591498,-2.0114,20.379856,-24.349716,1.2e-05,-2e-05,10.287448,33.64073,-2.558155,11.866679,5.5e-05,-1.5e-05,-2.95782,-2.206729,-10.551765,8e-06,-45.759537,-5e-06,-0.793022,15.500035,-13.570276,0.0,-46.552605,-2.9e-05,8.106589,-10.941137,22.724382,-11.86666,1.9e-05,-1.9e-05,-3.041968,-26.295828,-1.381045,2e-06,-45.759514,2e-06,0.618097,15.039742,-1.799427,2e-06,-46.552643,-1e-06,-0.09985,-11.004335,-5.825736
30,31.032623,147.67674,-219.04521,-0.343273,5.228026,0.938799,5e-06,8.176461,-1.4e-05,-0.342577,-6.555995,-3.285775,4e-06,21.841331,-1.9e-05,-1.347283,9.441467,-3.158197,1e-05,21.841309,-4.3e-05,-9.424426,-0.054422,0.827023,18.999996,1.7e-05,-2.5e-05,-43.68092,47.825638,-24.928213,25.320938,4.3e-05,-2.5e-05,10.140228,-1.129874,-13.04699,24.349705,1e-05,-1.3e-05,9.346363,-3.581507,2.687529,1e-05,21.841309,-4.3e-05,-1.481887,9.316545,3.158044,7e-06,10.877823,-3.2e-05,6.015989,-18.062656,3.987694,1e-05,21.841309,-4.3e-05,14.330615,-0.683116,-5.56716,-18.999992,1e-05,-1.8e-05,61.46416,12.916679,-20.563663,-25.320934,-6e-06,-1e-05,-10.699382,-1.978212,20.219847,-24.34974,1.3e-05,-2.3e-05,11.768339,35.432606,-3.921847,11.866672,2.1e-05,-2.1e-05,-3.110323,-0.831123,-10.447374,5e-06,-45.759537,-2.3e-05,-0.780789,16.052603,-14.339036,7e-06,-46.552597,-1.4e-05,8.764611,-11.97058,23.001078,-11.866662,7e-06,-9e-06,-2.923219,-25.067535,0.06794,4e-06,-45.759544,-1.1e-05,-0.018208,7.723131,-3.107711,3e-06,-46.552624,-1e-05,-0.035646,-11.449885,-6.040154
31,30.739891,147.07959,-215.37535,-0.069917,5.068796,2.155395,6e-06,8.176453,-1e-06,-0.188038,-6.804219,-3.450124,5e-06,21.841295,-4.4e-05,-1.516191,9.532744,-3.31519,9e-06,21.841309,-1.8e-05,-9.461744,-0.083033,1.084061,19.0,2.9e-05,-5e-06,-43.319138,48.69925,-25.36779,25.320936,1.7e-05,-1.1e-05,10.608499,-1.284814,-14.373033,24.349707,1.4e-05,-1.1e-05,9.832349,-4.530654,2.767311,9e-06,21.841309,-1.8e-05,-0.628438,9.468454,2.71324,8e-06,10.877781,3.4e-05,5.267374,-18.227276,3.494615,9e-06,21.841309,-1.8e-05,14.434164,-0.728113,-6.071941,-18.999985,1.8e-05,4e-06,61.43537,13.078768,-20.824541,-25.320946,-6e-06,-9e-06,-10.65208,-1.924366,20.085783,-24.34974,-3e-06,-1.6e-05,14.918544,38.42429,-6.400873,11.866668,2.8e-05,-2e-06,-3.1144,1.043293,-10.286962,3e-06,-45.759533,-3e-05,-0.683506,16.863901,-15.113873,-6e-06,-46.55261,-3e-06,9.399511,-13.387894,22.817144,-11.86666,1.3e-05,2.5e-05,-2.764353,-23.435577,1.899764,3e-06,-45.759525,-1.5e-05,-0.993157,0.60969,-4.714054,3e-06,-46.552605,4e-06,-0.368651,-10.970547,-6.21328
32,30.433859,146.63509,-212.50592,0.029579,4.934318,3.1394,8e-06,8.176467,-2.1e-05,-0.080376,-7.148437,-3.500972,9e-06,21.841303,-5e-06,-1.494433,9.721623,-3.369556,7e-06,21.841312,1.8e-05,-9.52748,-0.084483,1.448807,19.000004,2.1e-05,2e-06,-43.356148,49.45551,-25.474005,25.320951,2.8e-05,-2.4e-05,10.631444,-1.361743,-15.216278,24.349674,1.1e-05,-5e-06,10.101839,-4.665032,2.564523,7e-06,21.841312,1.8e-05,-0.018085,9.439907,2.40509,1e-05,10.877762,-2.1e-05,4.607028,-18.19004,3.13389,7e-06,21.841312,1.8e-05,14.462734,-0.775729,-6.394349,-18.999989,1.5e-05,1e-05,61.528667,13.535711,-20.666466,-25.320965,-1.2e-05,-1.7e-05,-10.54449,-1.86405,20.024801,-24.349716,5e-06,-3e-06,18.031307,40.624527,-8.652371,11.866671,1.7e-05,-2e-05,-2.914786,2.400307,-10.194154,0.0,-45.75953,-2e-05,-0.585773,17.618166,-15.318226,0.0,-46.552612,-2.2e-05,9.537811,-14.432832,22.18975,-11.866661,8e-06,-2.8e-05,-2.616127,-22.544703,2.871166,4e-06,-45.759514,-1e-05,-1.514654,-1.992323,-5.254987,1e-06,-46.552635,-2.4e-05,-0.945925,-9.86786,-6.220278
33,30.054073,146.24332,-209.55869,0.013072,4.811143,4.080693,3e-06,8.176422,-1e-06,0.022975,-7.61397,-3.463293,7e-06,21.841328,5e-06,-1.322,9.95345,-3.34857,1e-05,21.841301,8e-06,-9.646501,-0.107612,1.765731,19.000004,2.9e-05,-1.6e-05,-43.855404,50.16579,-25.071783,25.320953,3.2e-05,-4.9e-05,10.492785,-1.399933,-15.954584,24.349684,1e-05,-1e-06,10.189054,-4.342137,2.145637,1e-05,21.841301,9e-06,0.671114,9.388817,2.07442,1.1e-05,10.877766,4e-06,3.836951,-18.066628,2.729826,1e-05,21.841301,8e-06,14.501337,-0.819988,-6.719763,-18.999992,-2.1e-05,-1.5e-05,61.672134,14.058339,-20.163883,-25.320946,-1.3e-05,3e-06,-10.394905,-1.80976,19.889297,-24.349756,0.0,-1.2e-05,21.312738,42.561146,-10.936075,11.866676,4.3e-05,-2e-05,-2.536174,3.551741,-10.102815,4e-06,-45.759533,-2.8e-05,-0.513826,18.726084,-15.036375,-1.3e-05,-46.552624,-1.1e-05,9.235361,-15.419996,21.044088,-11.86666,1e-06,-8e-06,-2.458487,-22.12489,3.237414,4e-06,-45.759525,-1.8e-05,-1.534669,-2.051214,-4.959886,5e-06,-46.55264,-3e-06,-1.751074,-8.312131,-6.046695
34,29.438755,145.89206,-205.55664,-0.193933,4.66832,5.145962,1.5e-05,8.176459,-1.2e-05,0.136749,-8.342885,-3.253816,4e-06,21.841286,2e-06,-0.803313,10.218018,-3.187422,9e-06,21.841301,-9e-06,-9.911527,-0.144584,2.114766,19.0,1.5e-05,-2e-06,-45.527744,50.733498,-23.414476,25.320953,-3e-06,-2.2e-05,9.817202,-1.322496,-16.661222,24.349707,-7e-06,6e-06,10.204946,-3.193936,1.332807,8e-06,21.841301,-9e-06,1.464518,9.38674,1.667237,9e-06,10.877804,6e-06,2.831265,-17.780062,2.219703,1e-05,21.841301,-9e-06,14.530818,-0.851691,-6.902071,-18.99998,2.3e-05,9e-06,61.954338,14.477771,-19.010191,-25.320946,-4e-06,-2e-06,-10.18045,-1.733098,19.470554,-24.349754,4e-06,-8e-06,25.118666,44.694218,-13.528691,11.866682,2.5e-05,-2.3e-05,-1.74209,4.455411,-9.84497,5e-06,-45.759533,-3.2e-05,-0.613367,21.17358,-13.507967,-7e-06,-46.552616,-2.9e-05,7.790671,-16.463678,18.195026,-11.866657,1.7e-05,-1.2e-05,-2.248172,-22.213224,2.622419,4e-06,-45.759537,4.1e-05,-0.688294,1.206797,-3.531281,8e-06,-46.552635,-2.6e-05,-2.762545,-5.86572,-5.444776
35,28.902542,145.80174,-202.54694,-0.466266,4.542883,5.793589,1e-05,8.17646,-5e-06,0.177354,-8.863857,-2.982487,2e-06,21.841312,2.3e-05,-0.220431,10.307457,-2.970322,7e-06,21.84129,1e-05,-10.097688,-0.151604,2.20773,18.999998,4e-05,-1e-05,-47.56654,50.825127,-21.34948,25.320923,-5e-06,-9e-06,8.960234,-1.202724,-16.904116,24.349699,1.9e-05,-5e-06,10.106032,-1.812767,0.698388,7e-06,21.84129,1e-05,2.059616,9.45485,1.33675,9e-06,10.877781,2.3e-05,2.023401,-17.41728,1.805695,8e-06,21.84129,1e-05,14.538353,-0.872519,-6.828814,-18.999996,2e-06,1.3e-05,62.289448,14.348728,-17.845495,-25.320961,-6e-06,-1e-05,-10.018494,-1.676685,18.952894,-24.349737,4e-06,-1.8e-05,27.25938,46.119335,-15.038589,11.866679,2.9e-05,-2e-05,-0.891874,4.455758,-9.423311,2e-06,-45.759544,-1.4e-05,-0.964077,23.978006,-11.294829,-6e-06,-46.55262,-1e-06,5.682729,-16.68308,14.604054,-11.866658,4.8e-05,-1.7e-05,-2.053378,-22.448702,1.503705,9e-06,-45.759556,-2e-05,0.275968,5.141048,-2.253095,6e-06,-46.55263,-2e-06,-3.0795,-3.999597,-4.78349
36,28.69856,145.90335,-199.47423,-1.035622,4.955583,5.729695,3e-06,8.176445,6e-06,0.243281,-9.261008,-2.611842,9e-06,21.841293,5e-06,0.750709,10.218912,-2.698192,8e-06,21.841293,2e-06,-10.023145,-0.199461,2.34699,19.000006,5e-05,1e-05,-50.54466,51.51669,-19.229828,25.32095,8e-06,-2e-06,7.740528,-0.968567,-16.368341,24.349728,3e-05,6e-06,9.451159,1.089289,0.164432,8e-06,21.841293,2e-06,2.601537,8.889947,0.96698,7e-06,10.877785,0.0,1.59707,-16.211966,1.403393,7e-06,21.841293,2e-06,14.467039,-0.821044,-6.272946,-18.999989,-7e-06,-3e-06,63.067814,13.822154,-16.672665,-25.320957,-6e-06,-1.2e-05,-9.921383,-1.619205,18.397299,-24.349737,6e-06,2.4e-05,27.199015,47.02315,-15.158358,11.866669,2.6e-05,-7e-06,0.120971,3.759013,-8.565853,6e-06,-45.75955,3e-06,-1.395584,26.576918,-8.641888,-7e-06,-46.552605,-2.6e-05,3.05948,-16.334229,10.563988,-11.866659,2.1e-05,-2.4e-05,-1.414804,-23.278717,0.629991,6e-06,-45.75953,-1e-06,1.050375,9.731833,-1.008016,4e-06,-46.55264,-2.5e-05,-2.77003,-2.769979,-4.053116
37,28.32134,146.17906,-195.92583,-1.65955,5.324224,5.658174,8e-06,8.176455,3e-06,0.388995,-9.522757,-2.110662,9e-06,21.84133,-5e-06,1.746157,9.942253,-2.292402,1.1e-05,21.841324,-1.2e-05,-9.900384,-0.216882,2.574389,19.000008,2.9e-05,1e-05,-54.391747,51.944927,-16.020786,25.320927,4e-06,-2.2e-05,6.557362,-0.776633,-15.868725,24.349688,2.3e-05,-3e-05,8.667795,3.759896,0.097918,1.1e-05,21.841324,-1.2e-05,3.043094,8.391837,0.585073,1.2e-05,10.877796,-1e-05,1.052524,-14.636665,0.956052,1.1e-05,21.841324,-1.2e-05,14.444609,-0.730266,-5.248217,-18.999983,4.3e-05,6e-06,63.774635,12.763051,-14.94316,-25.32094,-5e-06,-2.3e-05,-9.644007,-1.514994,17.663263,-24.34975,1e-05,-2e-06,27.310377,48.48534,-15.725964,11.866674,1.8e-05,-4e-06,1.404457,2.179952,-7.498942,6e-06,-45.75953,-6e-06,-2.04524,30.83113,-5.186337,-4e-06,-46.552635,-3.5e-05,-0.325914,-14.405272,5.501221,-11.866666,4e-06,-0.0,-0.524257,-23.46144,-0.15815,-2e-06,-45.75954,-1.6e-05,1.542134,13.829194,-0.120997,5e-06,-46.552624,-1.1e-05,-2.010025,-1.708905,-3.416508
38,28.026672,146.5423,-192.9837,-2.084031,5.687215,5.364002,6e-06,8.176466,2.2e-05,0.541555,-9.551148,-1.672267,1e-06,21.841297,-1.2e-05,2.454345,9.611556,-1.922748,1.3e-05,21.841301,2.3e-05,-9.71697,-0.230746,2.739569,19.000006,1.5e-05,-1.3e-05,-57.742233,52.332184,-12.848198,25.320919,2e-05,1.2e-05,5.996045,-0.729928,-15.681751,24.349743,3.8e-05,2.4e-05,8.23445,4.513796,0.388151,1.3e-05,21.841301,2.3e-05,3.515951,8.103132,0.202075,1.2e-05,10.877831,1.9e-05,0.276424,-13.174071,0.492658,1.3e-05,21.841301,2.3e-05,14.479279,-0.629432,-4.306508,-18.999994,1.5e-05,-1.6e-05,64.13794,11.655977,-13.224193,-25.320938,-3e-06,1.2e-05,-9.244959,-1.379624,17.043674,-24.349743,1e-05,-3.2e-05,27.784838,50.05091,-16.715406,11.866676,2e-05,1.6e-05,2.202805,0.610534,-6.886061,-1e-06,-45.759537,-3e-05,-2.588603,34.571274,-2.738146,2e-06,-46.552616,-1.6e-05,-2.325134,-12.051076,2.804968,-11.866657,5e-06,7e-06,0.375754,-22.892027,-0.146811,3e-06,-45.759525,2.8e-05,1.600308,15.480444,0.316639,-2e-06,-46.552635,4e-06,-1.258418,-1.45817,-3.156271
39,27.79911,146.95615,-190.41316,-2.370254,6.026705,5.012587,7e-06,8.176454,-1.2e-05,0.633087,-9.436869,-1.286272,5e-06,21.841293,-2.2e-05,3.010029,9.275007,-1.584394,1.4e-05,21.84132,-1.9e-05,-9.492071,-0.248869,2.945299,19.000002,3.5e-05,-1.2e-05,-60.633713,52.723698,-10.005523,25.320925,-1.1e-05,-3.8e-05,5.672416,-0.714596,-15.499311,24.349735,-1e-06,-0.0,7.96934,4.468696,0.696536,1.4e-05,21.84132,-1.9e-05,3.84268,7.884227,-0.162648,9e-06,10.877831,-1e-05,-0.483944,-11.793496,0.070185,1.4e-05,21.84132,-1.9e-05,14.449487,-0.518409,-3.469667,-18.99999,1.5e-05,-8e-06,64.396065,10.673512,-11.369721,-25.320938,-3e-06,-8e-06,-8.754323,-1.236538,16.607946,-24.349752,4e-06,-1.4e-05,28.707228,51.583202,-18.11225,11.866676,2.7e-05,-1.6e-05,2.732985,-1.122132,-6.558035,6e-06,-45.759525,-2.7e-05,-3.248838,38.18831,-0.764685,3e-06,-46.552635,-1.2e-05,-3.384999,-9.493288,1.545314,-11.866658,2.8e-05,-8e-06,1.219625,-21.878176,0.434886,5e-06,-45.759514,-2.8e-05,1.513031,15.787559,0.457599,9e-06,-46.55262,-1.6e-05,-0.777592,-1.782484,-3.197093
40,27.540756,147.44833,-187.74138,-2.540101,6.333376,4.720278,9e-06,8.176445,1.3e-05,0.650977,-9.227262,-0.880588,1e-05,21.841297,-1e-06,3.481752,8.937425,-1.202331,1e-05,21.841259,2.1e-05,-9.223745,-0.27001,3.251995,19.000004,1e-05,-2e-06,-63.379704,53.058678,-7.17598,25.320938,5e-06,-1.9e-05,5.478607,-0.698009,-15.295816,24.349712,1.7e-05,-9e-06,7.778955,3.937645,0.953438,1e-05,21.841259,2.1e-05,3.959438,7.78115,-0.525672,5e-06,10.877785,1.3e-05,-1.256661,-10.459589,-0.354236,1e-05,21.841259,2.1e-05,14.298134,-0.408046,-2.633299,-19.0,-1.3e-05,-8e-06,64.62108,9.87399,-9.029593,-25.320948,-1.1e-05,9e-06,-8.091477,-1.078606,16.40083,-24.349716,1.1e-05,-2.2e-05,30.340172,53.176186,-20.13241,11.866671,2.1e-05,2.2e-05,3.124546,-3.461322,-6.42678,8e-06,-45.759544,-1.4e-05,-4.265436,42.566433,1.258214,3e-06,-46.552605,-1e-05,-3.834043,-6.47841,1.109485,-11.866661,2.8e-05,3e-05,2.018954,-20.306484,1.46557,6e-06,-45.75954,1.4e-05,1.393393,15.191903,0.35098,6e-06,-46.552628,3e-06,-0.621539,-2.548774,-3.518823
41,27.198559,147.99686,-184.82727,-2.557774,6.639987,4.49569,6e-06,8.176449,-7e-06,0.603388,-9.034723,-0.423908,0.0,21.84131,-9e-06,3.793014,8.723319,-0.769875,8e-06,21.841293,6e-06,-8.883105,-0.283812,3.575927,19.000006,1e-05,-1.3e-05,-65.8003,53.239807,-4.409037,25.32095,1.2e-05,-1.9e-05,5.487594,-0.701524,-15.271024,24.349735,2.7e-05,9e-06,7.67894,3.082914,1.159645,8e-06,21.841293,6e-06,3.823657,7.7628,-0.904383,7e-06,10.877781,1.2e-05,-2.098122,-9.410052,-0.816871,8e-06,21.841293,6e-06,14.062381,-0.324393,-2.073457,-18.999992,4e-06,-1.8e-05,64.77163,9.556849,-5.95993,-25.320946,-1.2e-05,-2.4e-05,-7.149138,-0.906198,16.33669,-24.34974,6e-06,2e-05,32.7633,54.72621,-22.67451,11.866674,2.7e-05,-3e-06,3.357269,-6.69977,-6.280101,1e-05,-45.759533,-8e-06,-5.754451,48.327614,3.912783,4e-06,-46.552605,1e-06,-4.047008,-2.585748,0.428461,-11.86666,-1e-06,-7e-06,2.631997,-18.18657,2.756318,-4e-06,-45.75953,-6e-06,1.408109,13.898692,0.007297,6e-06,-46.55262,-4e-06,-0.788889,-3.684779,-3.931528
